name,type,BeaconID,lng,lat,updated_at,Errors_Lon,Errors_Lat,,,Beacon,Avg Err_Lon,Avg Err_Lat,,Lng,Lat
101,mobile,0:01,-0.190225993,0.135864044,3/3/17 7:51,0.044558062,0.024466595,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.190225993,0.135864044,3/3/17 7:51,0.044558062,0.024466595,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.190225993,0.135864044,3/3/17 7:52,0.044558062,0.024466595,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.188758514,0.139357697,3/3/17 7:52,0.043090583,0.027960248,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.170715478,0.135828965,3/3/17 7:52,0.025047548,0.024431516,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.179970881,0.13623271,3/3/17 7:52,0.034302951,0.024835261,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.179970881,0.13623271,3/3/17 7:52,0.034302951,0.024835261,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.179970881,0.13623271,3/3/17 7:52,0.034302951,0.024835261,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.179970881,0.13623271,3/3/17 7:52,0.034302951,0.024835261,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.179627256,0.141517975,3/3/17 7:52,0.033959326,0.030120526,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.179627256,0.141517975,3/3/17 7:52,0.033959326,0.030120526,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.179627256,0.141517975,3/3/17 7:52,0.033959326,0.030120526,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.179627256,0.141517975,3/3/17 7:52,0.033959326,0.030120526,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.179627256,0.141517975,3/3/17 7:53,0.033959326,0.030120526,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.179627256,0.141517975,3/3/17 7:53,0.033959326,0.030120526,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.180878072,0.132208839,3/3/17 7:54,0.035210141,0.02081139,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.180878072,0.132208839,3/3/17 7:54,0.035210141,0.02081139,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.180737036,0.129334386,3/3/17 7:54,0.035069106,0.017936937,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.173559499,0.139645484,3/3/17 7:54,0.027891569,0.028248035,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.165074013,0.138109684,3/3/17 7:55,0.019406082,0.026712235,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.184378422,0.134591481,3/3/17 7:55,0.038710492,0.023194032,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.178735319,0.140165824,3/3/17 7:55,0.033067389,0.028768376,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.178735319,0.140165824,3/3/17 7:55,0.033067389,0.028768376,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.178735319,0.140165824,3/3/17 7:55,0.033067389,0.028768376,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.178735319,0.140165824,3/3/17 7:55,0.033067389,0.028768376,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.189474164,0.124780702,3/3/17 7:55,0.043806234,0.013383253,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.189474164,0.124780702,3/3/17 7:55,0.043806234,0.013383253,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.189474164,0.124780702,3/3/17 7:55,0.043806234,0.013383253,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.193915749,0.144138607,3/3/17 7:55,0.048247819,0.032741158,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.172220139,0.137164639,3/3/17 7:56,0.026552208,0.02576719,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.172220139,0.137164639,3/3/17 7:56,0.026552208,0.02576719,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.190212884,0.133066581,3/3/17 7:56,0.044544954,0.021669132,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.183019621,0.132084819,3/3/17 7:56,0.03735169,0.02068737,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.183019621,0.132084819,3/3/17 7:56,0.03735169,0.02068737,-0.14566793,0.111397449,,,,,,
101,mobile,0:01,-0.183019621,0.132084819,3/3/17 7:56,0.03735169,0.02068737,-0.14566793,0.111397449,,,,,,
102,mobile,0:02,-0.115470009,0.067603639,3/3/17 7:01,0.034317794,0.022810739,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.113146396,0.06968095,3/3/17 7:02,0.036641408,0.02488805,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.104928406,0.067883691,3/3/17 7:02,0.044859398,0.023090791,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.121119018,0.059566126,3/3/17 7:02,0.028668785,0.014773226,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.1119062,0.066186705,3/3/17 7:02,0.037881604,0.021393805,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.091423461,0.063906395,3/3/17 7:02,0.058364342,0.019113494,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.093832724,0.067466372,3/3/17 7:02,0.055955079,0.022673472,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.113717729,0.066499365,3/3/17 7:02,0.036070075,0.021706465,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.075409841,0.083097477,3/3/17 7:03,0.074377963,0.038304577,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.112319457,0.074449328,3/3/17 7:03,0.037468346,0.029656428,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.129810525,0.067597541,3/3/17 7:03,0.019977278,0.022804641,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.110003832,0.069514969,3/3/17 7:03,0.039783971,0.024722069,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.101689441,0.058458075,3/3/17 7:06,0.048098363,0.013665175,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.075051808,0.093569505,3/3/17 7:51,0.074735996,0.048776605,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.112041565,0.097099957,3/3/17 7:51,0.037746239,0.052307056,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.112549714,0.102513945,3/3/17 7:51,0.037238089,0.057721045,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.102680383,0.086668448,3/3/17 7:51,0.04710742,0.041875548,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.101572067,0.115309421,3/3/17 7:51,0.048215737,0.070516521,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.111389901,0.098355481,3/3/17 7:51,0.038397902,0.05356258,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.111389901,0.098355481,3/3/17 7:51,0.038397902,0.05356258,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.111389901,0.098355481,3/3/17 7:51,0.038397902,0.05356258,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.111389901,0.098355481,3/3/17 7:51,0.038397902,0.05356258,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.112476617,0.091607578,3/3/17 7:51,0.037311186,0.046814678,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.065853905,0.110519991,3/3/17 7:52,0.083933899,0.065727091,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.077479556,0.102793949,3/3/17 7:52,0.072308247,0.058001049,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.099025543,0.100481594,3/3/17 7:52,0.05076226,0.055688694,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.091732903,0.117003253,3/3/17 7:52,0.0580549,0.072210352,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.09297148,0.104052856,3/3/17 7:52,0.056816324,0.059259956,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.010897753,0.151296992,3/3/17 7:52,0.13889005,0.106504092,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.028723287,0.141381547,3/3/17 7:52,0.121064517,0.096588646,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.107560569,0.092411535,3/3/17 7:52,0.042227234,0.047618635,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.107560569,0.092411535,3/3/17 7:52,0.042227234,0.047618635,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.080738214,0.120642427,3/3/17 7:52,0.069049589,0.075849527,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.075297064,0.117355068,3/3/17 7:52,0.07449074,0.072562168,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.090603977,0.108124826,3/3/17 7:53,0.059183826,0.063331925,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.093573155,0.110271062,3/3/17 7:53,0.056214648,0.065478162,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.064584946,0.110475349,3/3/17 7:54,0.085202858,0.065682449,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.100286885,0.109620302,3/3/17 7:54,0.049500918,0.064827402,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.118445024,0.106561206,3/3/17 7:54,0.03134278,0.061768306,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.118445024,0.106561206,3/3/17 7:54,0.03134278,0.061768306,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.105836118,0.119933086,3/3/17 7:55,0.043951686,0.075140186,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.119308236,0.099928507,3/3/17 7:55,0.030479568,0.055135607,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.120167845,0.100892716,3/3/17 7:55,0.029619959,0.056099815,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.121112707,0.095889749,3/3/17 7:55,0.028675096,0.051096848,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.123467575,0.114654656,3/3/17 7:55,0.026320229,0.069861756,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.123467575,0.114654656,3/3/17 7:55,0.026320229,0.069861756,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.123467575,0.114654656,3/3/17 7:55,0.026320229,0.069861756,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.126462994,0.096242582,3/3/17 7:55,0.023324809,0.051449682,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.127830865,0.093305884,3/3/17 7:55,0.021956939,0.048512984,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.106121718,0.102053223,3/3/17 7:55,0.043666085,0.057260323,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.125832353,0.095030294,3/3/17 7:56,0.02395545,0.050237394,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.073479293,0.107383031,3/3/17 7:56,0.076308511,0.062590131,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.100966293,0.122648135,3/3/17 7:56,0.048821511,0.077855235,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.11409879,0.108732703,3/3/17 7:56,0.035689014,0.063939802,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.11409879,0.108732703,3/3/17 7:56,0.035689014,0.063939802,-0.149787803,0.0447929,,,,,,
102,mobile,0:02,-0.101459966,0.121527175,3/3/17 7:56,0.048327838,0.076734275,-0.149787803,0.0447929,,,,,,
103,mobile,0:03,-0.082826692,-0.009506828,3/3/17 7:01,0.070966039,0.049886052,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.077800909,-0.002056074,3/3/17 7:02,0.075991822,0.057336806,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.077800909,-0.002056074,3/3/17 7:02,0.075991822,0.057336806,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.077800909,-0.002056074,3/3/17 7:02,0.075991822,0.057336806,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.088326214,0.00243281,3/3/17 7:02,0.065466517,0.06182569,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.088326214,0.00243281,3/3/17 7:02,0.065466517,0.06182569,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.083530176,0.003634419,3/3/17 7:02,0.070262555,0.063027299,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.101501513,-0.004654135,3/3/17 7:02,0.052291219,0.054738745,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.096628707,-0.007996246,3/3/17 7:03,0.057164024,0.051396634,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.083279736,0.0049944,3/3/17 7:03,0.070512995,0.06438728,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.083279736,0.0049944,3/3/17 7:03,0.070512995,0.06438728,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.083279736,0.0049944,3/3/17 7:03,0.070512995,0.06438728,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.094348401,-0.001412601,3/3/17 7:06,0.05944433,0.057980279,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.057677007,0.003673241,3/3/17 7:51,0.096115724,0.063066121,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.070877027,0.019755222,3/3/17 7:51,0.082915704,0.079148102,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.060604461,0.003465366,3/3/17 7:51,0.09318827,0.062858246,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.054191973,0.009989079,3/3/17 7:51,0.099600758,0.069381959,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.054191973,0.009989079,3/3/17 7:51,0.099600758,0.069381959,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.054191973,0.009989079,3/3/17 7:51,0.099600758,0.069381959,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.054191973,0.009989079,3/3/17 7:51,0.099600758,0.069381959,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.054191973,0.009989079,3/3/17 7:51,0.099600758,0.069381959,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.049131102,0.030158085,3/3/17 7:51,0.104661629,0.089550965,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.045825021,-0.003491063,3/3/17 7:51,0.10796771,0.055901817,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.045825021,-0.003491063,3/3/17 7:52,0.10796771,0.055901817,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.036729741,0.004467062,3/3/17 7:52,0.11706299,0.063859942,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.051918773,0.00106299,3/3/17 7:52,0.101873958,0.06045587,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.048079393,0.018092879,3/3/17 7:52,0.105713339,0.077485759,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.051582653,8.51E-05,3/3/17 7:52,0.102210079,0.059478009,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.051582653,8.51E-05,3/3/17 7:52,0.102210079,0.059478009,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.033359009,-0.006720133,3/3/17 7:52,0.120433722,0.052672747,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.051180735,0.004690456,3/3/17 7:52,0.102611996,0.064083336,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.051180735,0.004690456,3/3/17 7:52,0.102611996,0.064083336,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.066809692,-0.006067896,3/3/17 7:52,0.086983039,0.053324984,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.066809692,-0.006067896,3/3/17 7:52,0.086983039,0.053324984,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.066809692,-0.006067896,3/3/17 7:53,0.086983039,0.053324984,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.051131651,0.01148947,3/3/17 7:53,0.10266108,0.07088235,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.047483567,-0.004565259,3/3/17 7:54,0.106309165,0.054827621,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.053607025,0.012809908,3/3/17 7:54,0.100185706,0.072202788,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.033161317,-0.005317826,3/3/17 7:54,0.120631415,0.054075054,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.046455257,0.015626768,3/3/17 7:54,0.107337475,0.075019648,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.061593879,0.005449319,3/3/17 7:55,0.092198852,0.064842199,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.061593879,0.005449319,3/3/17 7:55,0.092198852,0.064842199,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.057887602,0.025373643,3/3/17 7:55,0.095905129,0.084766523,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.05770901,0.02448053,3/3/17 7:55,0.096083721,0.08387341,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.066487261,0.004824503,3/3/17 7:55,0.08730547,0.064217383,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.062761927,0.02362621,3/3/17 7:55,0.091030805,0.08301909,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.059564789,0.008034087,3/3/17 7:55,0.094227942,0.067426967,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.06032351,0.010549472,3/3/17 7:55,0.093469222,0.069942352,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.06032351,0.010549472,3/3/17 7:55,0.093469222,0.069942352,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.06032351,0.010549472,3/3/17 7:55,0.093469222,0.069942352,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.06032351,0.010549472,3/3/17 7:56,0.093469222,0.069942352,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.06032351,0.010549472,3/3/17 7:56,0.093469222,0.069942352,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.06032351,0.010549472,3/3/17 7:56,0.093469222,0.069942352,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.06032351,0.010549472,3/3/17 7:56,0.093469222,0.069942352,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.06032351,0.010549472,3/3/17 7:56,0.093469222,0.069942352,-0.153792731,-0.05939288,,,,,,
103,mobile,0:03,-0.059039025,0.017234921,3/3/17 7:56,0.094753706,0.076627801,-0.153792731,-0.05939288,,,,,,
104,mobile,0:04,-0.083500187,0.107214682,3/3/17 7:01,0.126025776,0.061048491,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.099719489,0.09804586,3/3/17 7:02,0.109806474,0.051879669,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.093300383,0.107150506,3/3/17 7:02,0.11622558,0.060984315,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.101129498,0.132318988,3/3/17 7:02,0.108396464,0.086152797,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.094576032,0.115517815,3/3/17 7:02,0.11494993,0.069351624,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.092203548,0.118344306,3/3/17 7:02,0.117322414,0.072178115,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.092203548,0.118344306,3/3/17 7:02,0.117322414,0.072178115,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.110401827,0.110318858,3/3/17 7:02,0.099124136,0.064152667,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.099888029,0.112240838,3/3/17 7:03,0.109637933,0.066074647,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.101120442,0.109334947,3/3/17 7:03,0.10840552,0.063168756,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.101120442,0.109334947,3/3/17 7:03,0.10840552,0.063168756,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.101120442,0.109334947,3/3/17 7:03,0.10840552,0.063168756,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.073904314,0.11673363,3/3/17 7:06,0.135621649,0.070567439,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.031838478,0.183638119,3/3/17 7:51,0.177687485,0.137471928,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.068098116,0.196093812,3/3/17 7:51,0.141427846,0.149927621,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.024988994,0.191401395,3/3/17 7:51,0.184536969,0.145235204,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.007554971,0.207152995,3/3/17 7:51,0.201970992,0.160986804,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.027643806,0.1975786,3/3/17 7:51,0.181882157,0.151412409,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.012255233,0.206782133,3/3/17 7:51,0.197270729,0.160615943,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.023405554,0.190636433,3/3/17 7:51,0.186120408,0.144470242,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.016493934,0.208169213,3/3/17 7:51,0.193032029,0.162003022,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.036588489,0.202418408,3/3/17 7:51,0.172937474,0.156252217,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.096556133,0.173270213,3/3/17 7:51,0.11296983,0.127104022,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.026880425,0.197502271,3/3/17 7:52,0.182645537,0.15133608,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.015385367,0.212709343,3/3/17 7:52,0.194140596,0.166543152,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.007427439,0.212359133,3/3/17 7:52,0.202098523,0.166192942,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.054918994,0.186163028,3/3/17 7:52,0.154606969,0.139996838,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.080213242,0.18898735,3/3/17 7:52,0.129312721,0.142821159,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.034747739,0.190062961,3/3/17 7:52,0.174778223,0.14389677,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,0.002902844,0.201082225,3/3/17 7:52,0.212428806,0.154916034,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.031685803,0.201462462,3/3/17 7:52,0.17784016,0.155296271,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.043678295,0.177419792,3/3/17 7:52,0.165847668,0.131253601,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.040752782,0.176258648,3/3/17 7:52,0.168773181,0.130092457,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.027572356,0.193831994,3/3/17 7:52,0.181953606,0.147665804,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.038423119,0.17000861,3/3/17 7:53,0.171102844,0.123842419,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.040801601,0.197415352,3/3/17 7:53,0.168724361,0.151249161,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.019339312,0.206249228,3/3/17 7:54,0.19018665,0.160083037,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.104055071,0.143842399,3/3/17 7:54,0.105470892,0.097676208,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.099923685,0.150251371,3/3/17 7:54,0.109602277,0.10408518,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.079418951,0.16676008,3/3/17 7:54,0.130107012,0.120593889,-0.209525963,0.046166191,,,,,,
104,mobile,0:04,-0.009254477,0.194560954,3/3/17 7:55,0.200271486,0.148394763,-0.209525963,0.046166191,,,,,,
